,0,1
79,process_wavs/18.wav,Nadia is like many of you juggling multiple jobs right now
80,process_wavs/99.wav,fortunately for Nadia a former teacher at Nora School reached out to families in the neighborhood offering childcare help
81,process_wavs/165.wav,just as John was feeling better Japanese authorities transferred him to a local hospital
82,process_wavs/147.wav,what kind of treatment do you have access to will undoubtedly shape your experience
83,process_wavs/218.wav,and I also really appreciate this idea that to slow down your thoughts
84,process_wavs/227.wav,where you contracted the virus
85,process_wavs/102.wav,describing the decision obviously of living in this this apartment in the garage away from your family
86,process_wavs/255.wav,and how best to talk to your kids about the outbreak
87,process_wavs/53.wav,so during our CNN Town Hall I asked dr. Anthony falchi the director of the National Institute of allergy and infectious diseases
88,process_wavs/20.wav,and ask them how the coronavirus has affected their family life
89,process_wavs/131.wav,performing at a comedy show called Asian strike back earlier this month
90,process_wavs/251.wav,what schools in communities are doing what they can to lift some of the child care in financial load
91,process_wavs/29.wav,wash your hands often with soap and water for at least 20 seconds cover your mouth and nose when you cough and seek treatment if you're not feeling well
92,process_wavs/167.wav,have you heard him say this isn't the first time that an infectious disease outbreak has been linked to certain immigrant groups
93,process_wavs/162.wav,dr. Anne schuchat is the principal deputy director of the CDC
94,process_wavs/260.wav,but we all have the capability to enhance our own immune system
95,process_wavs/126.wav,thankfully that was the worst of it
96,process_wavs/299.wav,and there are several theories why
97,process_wavs/157.wav,so Kate asked her daughter's pediatrician and other experts for advice
98,process_wavs/12.wav,you have two daughters I have three daughters your daughters are five and two
99,process_wavs/214.wav,here's Randi Weingarten president of the American Federation of teachers
100,process_wavs/93.wav,it is unlikely that it will live after being moved travel then exposed to different temperatures
101,process_wavs/244.wav,on Wednesday Hollywood actor Tom Hanks confirm he had the virus and he's in Australia where summer just ended
102,process_wavs/243.wav,2 challenging question but is there something you would point to that you would say was the most important factor and that sort of recovery
103,process_wavs/45.wav,I mean I made it very real
104,process_wavs/171.wav,earlier this year with only a handful of Novel coronavirus cases in America
105,process_wavs/267.wav,he's also the director of the medical ethics division at NYU langone Medical Center
106,process_wavs/63.wav,I want to reiterate that we don't know how effective any of these treatments will be
107,process_wavs/55.wav,for more on this I turn to a friend and then expert CNN medical analyst Arthur Kaplan
108,process_wavs/150.wav,this is a really important question
109,process_wavs/115.wav,as things stand now doctor circuit how easy would it be for that person to get tested
110,process_wavs/191.wav,the news media is constantly turning out updates and information
111,process_wavs/186.wav,San Francisco State University found that news about coronavirus discrimination increase by 50% across the country from February 9th through March 7th
112,process_wavs/58.wav,scientist in both China and the West have widely dismissed E-Series although that hasn't stopped them from spreading
113,process_wavs/148.wav,you started off by talking about the fact that you were hopeful about what you're now seeing in China
114,process_wavs/172.wav,and the entire ship was put in the quarantine
115,process_wavs/154.wav,really know the answer to that question
116,process_wavs/100.wav,what about over there how did businesses adapt to The New Normal
117,process_wavs/185.wav,but also in institutional policies like the Immigration Act of 1924
118,process_wavs/166.wav,John symptoms were not nearly as severe as clay Bentleys
119,process_wavs/65.wav,it becomes a little a little blurry there right it's not just about the economy in that situation
120,process_wavs/10.wav,which severely limited immigration from Asia and parts of Europe
121,process_wavs/104.wav,the best way to protect yourself is to practice good hygiene
122,process_wavs/288.wav,now some doctors are having to make those hard choices in real life
123,process_wavs/178.wav,make sure they could purchase groceries for them if they can't get out of the house
124,process_wavs/303.wav,finally if you have any questions please record them as a voice memo and email them to ask Sanjay at cnn.com
125,process_wavs/242.wav,these are myths and they really work
126,process_wavs/176.wav,maybe clear the novel coronavirus can infect anyone regardless of age with nicity
127,process_wavs/8.wav,the other drug name being floated around is an antiviral called run Desert View
128,process_wavs/174.wav,and there's also no way to know for sure what role heat or humidity have to play here
129,process_wavs/1.wav,CNN spoke to Arne Duncan the former education secretary under President Obama
130,process_wavs/84.wav,using the plasma of people who have recovered
131,process_wavs/69.wav,that's just one month
132,process_wavs/108.wav,and she's not alone
133,process_wavs/94.wav,it might even include them in the podcast
134,process_wavs/263.wav,that it's safe to go back to a more normal life where you can spend time with your kids again
135,process_wavs/142.wav,same three people overdosed on the drug after hearing it described as a possible treatment
136,process_wavs/11.wav,leaving aside International countries for a while would you recommend people not travel
137,process_wavs/220.wav,and maybe the right question is how should I act around my kids with regard to this in
138,process_wavs/270.wav,people who have underlying health conditions are those who are older do need to take extra precautions
139,process_wavs/250.wav,you know what strikes me Rachel that you all are being very diligent about this in in modeling right behavior and I hope people are listening
140,process_wavs/289.wav,it's not just individual attacks
141,process_wavs/17.wav,that the virus was man made in a lab
142,process_wavs/121.wav,we are seeing cases of the coronavirus currently spreading in hot countries
143,process_wavs/140.wav,I've heard this question a lot and there's some Merit to this concern
144,process_wavs/128.wav,then one day after 2 weeks he finally had a test come back negative
145,process_wavs/112.wav,what is the guidance the CDC is giving
146,process_wavs/25.wav,and there are multiple stages of those trials
147,process_wavs/88.wav,I'm in February roses business was down some 70 to 80%
148,process_wavs/133.wav,that's why in some states they are beginning to
149,process_wavs/269.wav,tip as much as you can
150,process_wavs/226.wav,my specialty is medicine not the economy
151,process_wavs/284.wav,the economy is also top of mine for New York's Governor Andrew Cuomo
152,process_wavs/66.wav,on February 6th one of the thousands of people who'd been on board the Diamond Princess cruise ship with them tested positive for the virus
153,process_wavs/113.wav,we also don't know if it would cause problems during the pregnancy or affect the baby
154,process_wavs/68.wav,chloroquine is used to treat malaria and has been around for decades
155,process_wavs/271.wav,Gilead Sciences which manufactures RAM does severe is pulling back an emergency request for the drug due to overwhelming demand
156,process_wavs/193.wav,but if the narrative is look if you're young and healthy you'll be okay but the elderly people seventies and eighties in particular have a lot to worry about
157,process_wavs/247.wav,hydroxychloroquine in combination with an antibiotic commonly known as a z-pack could become game changers
158,process_wavs/158.wav,we're in this together so let's help each other out
159,process_wavs/188.wav,people who will inquire onto neighbor's well-being especially elderly in
160,process_wavs/207.wav,he narrowly escaped Wuhan just before the city was put in the lockdown on January 23rd
161,process_wavs/304.wav,the issue that I think a lot of people are starting to ask about is is this an either-or conversation is there either economic damage
162,process_wavs/153.wav,we've actually done a good job of staying in touch and it's been it's been really nice
163,process_wavs/201.wav,and this is what he said
164,process_wavs/3.wav,NBC News spoke to the wife who said they learned of the drugs connection to a coronavirus during a news conference on TV
165,process_wavs/81.wav,some point to the physics of the virus itself other point to the fact that kids major transmitters of the flu aren't in school anymore
166,process_wavs/92.wav,but we do know that pregnant women are more vulnerable to other respiratory illnesses like the flu
167,process_wavs/181.wav,I spoke to her in the hospital and asked if she was surprised it had now become the epicenter of New York State's coronavirus outbreak
168,process_wavs/208.wav,he says he's been seeing a lot of great leadership and creativity on the local and state level
169,process_wavs/59.wav,our team visited Nadia and her family at home last week to see how they've been doing
170,process_wavs/57.wav,your daily work changed I mean are you still seeing the same number
171,process_wavs/236.wav,of course everyone's situation is different
172,process_wavs/91.wav,there is currently no cure and while we're search is underway it could be more than a year before a vaccine becomes available
173,process_wavs/111.wav,it's already been tested on adults diagnosed with a coronavirus in the United States and China
174,process_wavs/292.wav,director of the US Centers for Disease Control and prevention dr. Robert Redfield discuss friend as of year-end Congressional testimony earlier this month
175,process_wavs/219.wav,it was a recent small study of 9 women who were infected with the virus and none of their babies were affected by
176,process_wavs/290.wav,but now this is becoming a permanent home or at least temporary permanent home
177,process_wavs/152.wav,but I can reduce your ability to fight off an infection
178,process_wavs/135.wav,there are many home remedies doing the rounds drinking water or taking garlic or vitamin C
179,process_wavs/224.wav,but it really does strike me even when I've been at the hospital recently Justin that
180,process_wavs/49.wav,some of the rumors out there are ridiculous
181,process_wavs/6.wav,it seems Rachel sometimes the sentiment is I'm not taking it seriously
182,process_wavs/60.wav,or else damage
183,process_wavs/33.wav,I spoke with Rachel patzer director of the center of Health Services Research and Emory and her husband dr. Justin Schrager who's a physician in Emery's emergency department
184,process_wavs/28.wav,President Donald Trump is previously suggested that heat kills the virus and that it would be over by Spring
185,process_wavs/280.wav,from what we know so far about 80% of patients who get the novel coronavirus experience mild symptoms
186,process_wavs/82.wav,if you feel like you have symptoms of the coronavirus the best thing to do is to call your doctor
187,process_wavs/19.wav,but is there a concern though I mean not to paint a darker picture on this but there's a lot about this virus we still don't know
188,process_wavs/95.wav,before long john felt better
189,process_wavs/78.wav,comedy can't erase the hurt being felt by many in our country
190,process_wavs/134.wav,the president rebuking racism is a welcome development and the right thing to do
191,process_wavs/44.wav,hear Siemens medical analyst and infectious disease specialist dr. Celine gounder
192,process_wavs/4.wav,this is largely based on a small study in France that excluded some people who either left the hospital
193,process_wavs/138.wav,and some people the virus can stay in the body even after they're no longer showing symptoms
194,process_wavs/217.wav,she's in charge of the Medical Center's response to the growing pandemic
195,process_wavs/248.wav,how much do you think is is too much or how do you prefer to modulate how much information you're taking in
196,process_wavs/96.wav,that's my colleague kyung Law Senior National correspondent for CNN
197,process_wavs/143.wav,the best way to cheer yourself up is to cheer up someone else
198,process_wavs/38.wav,your approach in terms of how you convey knowledge and information whether it be an adult versus a child
199,process_wavs/257.wav,not everyone has been able to make it work like Nadia's family
200,process_wavs/64.wav,she herself was targeted
201,process_wavs/13.wav,meaning only the most serious cases would be reported and there were likely many more cases out there
202,process_wavs/183.wav,vaccine Trials take months or years in order to be proven safe and effective for humans
203,process_wavs/110.wav,this one is a case-by-case basis
204,process_wavs/79.wav,just last week Eugenie grey a blogger in New York was out walking her dog when a passerby kick the dog
205,process_wavs/169.wav,the Centers for Disease Control and prevention came out with a report last week that showed young adults between the ages of 20 and 44 were making up 20% of coronavirus hospitalization
206,process_wavs/2.wav,and then there's the prospect of a vaccine
207,process_wavs/24.wav,unfortunately the list goes on and on here's what President Trump had to say when a reporter asked him about
208,process_wavs/200.wav,I asked him how can you really put a value on human life
209,process_wavs/73.wav,after taking a form of chloroquine used to clean aquariums
210,process_wavs/293.wav,very hard to actually obviously do that in the hospital and I'm not talkin just in terms of care of patients I'm talking just
211,process_wavs/75.wav,but there are experts who believe it is actually much closer to 1%
212,process_wavs/231.wav,now these families at that are really suffering economically and they concerned that their quality of life is greatly diminished
213,process_wavs/103.wav,there was some early reports in Japan and China of people becoming re-infected
214,process_wavs/16.wav,and after touching it wash your own hands with soap and water
215,process_wavs/295.wav,people who get infected will typically get sick with a mild-to-moderate upper respiratory tract illness similar to a common cold
216,process_wavs/21.wav,so it's not clear if these young adults were more vulnerable to the infections than others
217,process_wavs/127.wav,were there any memorable moments that really stood out
218,process_wavs/34.wav,I believe him when he says that it's very unlikely that you'll get the virus again
219,process_wavs/62.wav,Banner Health a company that operates acute care hospitals released a statement on Monday confirming that a man in Arizona had died
220,process_wavs/30.wav,let me tell you what I know
221,process_wavs/235.wav,is there a concern that there could be a Resurgence of the infection
222,process_wavs/168.wav,and how for some people life is slowly beginning to get back to normal
223,process_wavs/155.wav,testing every individual given that you're not going to do anything different
224,process_wavs/76.wav,experts say one wouldn't be ready this year
225,process_wavs/206.wav,the risk of dying is still much higher in older people
226,process_wavs/223.wav,getting the results could take months and in the meantime
227,process_wavs/249.wav,they were worried because they've been told essentially stay home we can visit them
228,process_wavs/213.wav,I asked her if she knows anyone personally who is contracted the Coronavirus
229,process_wavs/195.wav,let's walk through some of the biggest myths and give you the facts
230,process_wavs/262.wav,and I'm just wondering
231,process_wavs/27.wav,experts are still trying to figure out the exact source of the virus but Research indicates that it likely originated in bats
232,process_wavs/296.wav,how should I talk to my kids about this
233,process_wavs/258.wav,this idea that is people start to come back together again
234,process_wavs/145.wav,anti-inflammatories can sometimes suppress your immune system
235,process_wavs/15.wav,check in on your neighbors
236,process_wavs/98.wav,local community sort of leading the way here in the United States and the federal government seeming to play a little catch
237,process_wavs/105.wav,stop taking the drug Duda side effects or gout worse including one person who died
238,process_wavs/46.wav,work on a study published last weekend that identified 69 existing drugs that could be tested against the Coronavirus
239,process_wavs/164.wav,sometimes you're slow down your breath and then the slowing down of thoughts follow
240,process_wavs/268.wav,and would begin trial starting Tuesday
241,process_wavs/276.wav,but if you have a weakened immune system or an underlying Condition it's better to take Tylenol
242,process_wavs/83.wav,umf worked on lots of pandemics and outbreaks in the past
243,process_wavs/254.wav,she's reporting on the coronavirus while also taking care of two young children at home
244,process_wavs/163.wav,after being asked what treatment he was getting you can hear him struggling to respond
245,process_wavs/287.wav,thankfully people have been calling out the racism they are witnessing
246,process_wavs/273.wav,but with an early diagnosis and the right treatment they too can recover
247,process_wavs/294.wav,the World Health Organization has said these methods are ineffective and shouldn't be used as I can actually irritate your skin or just burn you
248,process_wavs/129.wav,could what happened in China happen the United States and doesn't need to happen
249,process_wavs/72.wav,at this point it's not clear that pregnant women have a higher risk of getting sicker from the Coronavirus
250,process_wavs/278.wav,we all agreed that the even pull out one mask or one swab would be too much
251,process_wavs/117.wav,"losing that sort of struck me was this this son, that I heard about"
252,process_wavs/170.wav,it's hard to practice what you preach within your own job sometimes
253,process_wavs/146.wav,the state will also begin testing another experimental treatment
254,process_wavs/297.wav,his sentiments are being echoed by other celebrities and government officials
255,process_wavs/54.wav,but halfway through the coronavirus outbreak began
256,process_wavs/239.wav,Governor Cuomo's remarks got me thinking about medical ethics and some of the tricky hypotheticals we talked about in medical school
257,process_wavs/194.wav,you'll be happy to know the book I've been calling my parents more than ever you've met them and
258,process_wavs/279.wav,now if you've been in self-isolation at home you should consult your doctor before you make any decisions to come out of isolation and start interacting with anyone else
259,process_wavs/47.wav,and that there is maybe increasing suicide rates and things like that
260,process_wavs/275.wav,I spoke to him and asked what can we learn from China
261,process_wavs/285.wav,if you do think a service or packages contaminated simply use a disinfectant to clean it
262,process_wavs/272.wav,the disease can be fatal but those cases are rare
263,process_wavs/196.wav,bottom line is don't believe every piece of information you read on the internet
264,process_wavs/256.wav,and I'm sure you've all been hearing things from friends on social media and even on mainstream media
265,process_wavs/36.wav,but this new study is important because it shows that adults of all ages are at risk of getting really sick
266,process_wavs/261.wav,who studies inequality and activism at the Columbia University mailman School of Public Health
267,process_wavs/281.wav,I think it helped a lot of people
268,process_wavs/189.wav,he has subsequently reported from Beijing and Shanghai and how people adapted to the restrictions put in place
269,process_wavs/124.wav,it's possible that those people never fully clear the virus
270,process_wavs/14.wav,it's called convalescent serum
271,process_wavs/265.wav,they're probably wondering if they'll have a job tomorrow
272,process_wavs/90.wav,she's been with the CDC for over 30 years managing responses to H1 N1 SARS and Ebola
273,process_wavs/31.wav,Nevan Krogan a senior investigator at the Gladstone Institute of data science and biotechnology in San Francisco
274,process_wavs/246.wav,many people turn to especially during times of anxiety and uncertainty
275,process_wavs/42.wav,how did that strike you when you first heard these reports
276,process_wavs/50.wav,the researchers look into that and they think that wasn't actually what was happening
277,process_wavs/130.wav,like many parents out there last week CNN senior health producer Nadia kounang found out her children schools are closing
278,process_wavs/252.wav,sulfur part of this episode I want to hand things over to CNN's Chief business correspondent Christine Romans
279,process_wavs/234.wav,I think you're one of the few people who can really address this question
280,process_wavs/283.wav,for some Asian Americans like my colleague can law the damage has been done
281,process_wavs/301.wav,and almost half the patients were admitted to the ICU for adults under the age of 64
282,process_wavs/67.wav,he was tested every other day for the virus
283,process_wavs/264.wav,I spent a lot of time with her out in the field
284,process_wavs/199.wav,the company is instead focusing its efforts on giving out the drug in clinical trials
285,process_wavs/144.wav,remember Kate Winslet's character the virus Hunter
286,process_wavs/70.wav,alibris Archer on the project told the New York Times that this is only the tip of the iceberg
287,process_wavs/77.wav,I know that it can seem overwhelming
288,process_wavs/286.wav,there's this quote attributed to the writer Mark Twain
289,process_wavs/85.wav,the Krogan is optimistic that the global response from scientists now will set a precedent for getting to a solution faster
290,process_wavs/241.wav,but there's no evidence that any of these in any quantity will protect you from the novel Coronavirus
291,process_wavs/119.wav,and I'm curious people anticipate that there will be a bounce back
292,process_wavs/222.wav,a few days into the quarantine John started to feel sick
293,process_wavs/106.wav,temperatures there remain around 60 degrees Fahrenheit
294,process_wavs/26.wav,what's happening with this panda
295,process_wavs/89.wav,life starting to return to normal
296,process_wavs/221.wav,that kind of xenophobia didn't just manifest an individual violence
297,process_wavs/7.wav,I love that that's great it's it's educational and yet reassuring at the same time
298,process_wavs/80.wav,cannot happen here in the United States
299,process_wavs/197.wav,there is no antiviral therapeutic for this there's no vaccine for this
300,process_wavs/132.wav,that was weeks before most of America started staying at home
301,process_wavs/274.wav,the World Health Organization degrees even though the virus can stay on surfaces for several hours it has to be under the perfect conditions
302,process_wavs/5.wav,no matter what you're feeling try to maintain empathy for others
303,process_wavs/175.wav,while the number of patients have already received drugs like chloroquine and REM death of year it's too early to know how much of an impact the drugs actually had
304,process_wavs/122.wav,the key right now is to stop the virus from spreading and for all our health institutions to be prepared to test people and treat those who need it
